Model_Year,Make,Model_Name,Vehicle Class,Engine Size,Cylinders,Transmission,Fuel,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,CO2 Emissions,CO2_Rating,Smog_Rating
2020,Chevrolet,Silverado 4WD LT Trail Boss,Pickup truck: Standard,5.3,8.0,A10,X,14.7,11.2,13.1,307.0,3,5
2020,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8.0,A10,Z,15.0,12.0,13.7,321.0,3,3
2020,Chevrolet,Silverado 4WD Custom Trail Boss,Pickup truck: Standard,6.2,8.0,A10,Z,16.8,13.3,15.2,357.0,2,3
2020,Chevrolet,Silverado 4WD LT Trail Boss,Pickup truck: Standard,6.2,8.0,A10,Z,15.7,12.4,14.2,332.0,3,3
2020,Chevrolet,Spark,Subcompact,1.4,4.0,AV,X,7.9,6.2,7.1,167.0,7,5
2020,Chevrolet,Spark,Subcompact,1.4,4.0,M5,X,8.0,6.2,7.2,170.0,7,5
2020,Chevrolet,Suburban,SUV: Standard,5.3,8.0,A6,X,15.7,10.5,13.4,314.0,3,3
2020,Chevrolet,Suburban FFV,SUV: Standard,5.3,8.0,A6,X,15.7,10.5,13.4,314.0,3,3
2020,Chevrolet,Suburban FFV,SUV: Standard,5.3,8.0,A6,E,21.2,13.9,17.9,298.0,3,3
2020,Chevrolet,Suburban 4WD,SUV: Standard,5.3,8.0,A6,X,16.8,11.3,14.4,337.0,2,3
2020,Chevrolet,Suburban 4WD FFV,SUV: Standard,5.3,8.0,A6,X,16.8,11.3,14.4,337.0,2,3
2020,Chevrolet,Suburban 4WD FFV,SUV: Standard,5.3,8.0,A6,E,22.2,15.3,19.1,319.0,3,3
2020,Chevrolet,Suburban 4WD,SUV: Standard,6.2,8.0,A10,Z,17.2,11.4,14.6,343.0,2,3
2020,Chevrolet,Tahoe,SUV: Standard,5.3,8.0,A6,X,15.7,10.5,13.4,314.0,3,3
2020,Chevrolet,Tahoe FFV,SUV: Standard,5.3,8.0,A6,X,15.7,10.5,13.4,314.0,3,3
2020,Chevrolet,Tahoe FFV,SUV: Standard,5.3,8.0,A6,E,21.2,13.9,17.9,298.0,3,3
2020,Chevrolet,Tahoe 4WD,SUV: Standard,5.3,8.0,A6,X,16.0,11.2,13.8,325.0,3,3
2020,Chevrolet,Tahoe 4WD FFV,SUV: Standard,5.3,8.0,A6,X,16.0,11.2,13.8,325.0,3,3
2020,Chevrolet,Tahoe 4WD FFV,SUV: Standard,5.3,8.0,A6,E,21.7,14.3,18.4,305.0,3,3
2020,Chevrolet,Tahoe 4WD,SUV: Standard,6.2,8.0,A10,Z,16.5,10.9,13.9,327.0,3,3
2020,Chevrolet,Traverse,SUV: Standard,3.6,6.0,A9,X,13.0,8.8,11.1,261.0,4,6
2020,Chevrolet,Traverse AWD,SUV: Standard,3.6,6.0,A9,X,13.6,9.6,11.8,276.0,4,6
2020,Chevrolet,Trax,SUV: Small,1.4,4.0,AS6,X,9.1,7.6,8.4,196.0,6,5
2020,Chevrolet,Trax AWD,SUV: Small,1.4,4.0,AS6,X,10.0,8.0,9.1,214.0,5,5
2020,Chrysler,300,Full-size,3.6,6.0,A8,X,12.4,7.8,10.3,242.0,5,3
2020,Chrysler,300,Full-size,5.7,8.0,A8,X,14.7,9.4,12.3,289.0,3,3
2020,Chrysler,300 AWD,Full-size,3.6,6.0,A8,X,12.8,8.7,11.0,258.0,4,3
2020,Chrysler,Pacifica (Stop-Start),Minivan,3.6,6.0,A9,X,12.4,8.4,10.6,249.0,4,7
2020,Chrysler,Pacifica AWD (Stop-Start),Minivan,3.6,6.0,A9,X,13.9,9.2,11.8,276.0,4,7
2020,Chrysler,Voyager (Stop-Start),Minivan,3.6,6.0,A9,X,12.4,8.4,10.6,249.0,4,7
2020,Dodge,Challenger,Mid-size,3.6,6.0,A8,X,12.4,7.8,10.3,242.0,5,3
2020,Dodge,Challenger (MDS),Mid-size,5.7,8.0,A8,X,14.7,9.4,12.3,289.0,3,3
2020,Dodge,Challenger,Mid-size,5.7,8.0,M6,Z,15.6,10.1,13.1,307.0,3,1
2020,Dodge,Challenger (MDS),Mid-size,6.4,8.0,A8,Z,15.8,9.6,13.0,305.0,3,1
2020,Dodge,Challenger,Mid-size,6.4,8.0,M6,Z,16.7,10.4,13.9,325.0,3,1
2020,Dodge,Challenger AWD,Mid-size,3.6,6.0,A8,X,12.8,8.7,11.0,258.0,4,3
2020,Dodge,Challenger Widebody (MDS),Mid-size,6.4,8.0,A8,Z,15.8,9.6,13.0,305.0,3,1
2020,Dodge,Challenger Widebody (MDS),Mid-size,6.4,8.0,M6,Z,16.7,10.4,13.9,325.0,3,1
2020,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8.0,A8,Z,17.6,10.7,14.5,339.0,2,1
2020,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8.0,M6,Z,18.1,11.4,15.1,352.0,2,1
2020,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8.0,A8,Z,18.6,11.2,15.3,358.0,2,1
2020,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8.0,M6,Z,18.1,11.4,15.1,352.0,2,1
2020,Dodge,Charger,Full-size,3.6,6.0,A5,X,13.7,9.0,11.6,271.0,4,3
2020,Dodge,Charger,Full-size,3.6,6.0,A8,X,12.4,7.8,10.3,242.0,5,3
2020,Dodge,Charger (MDS),Full-size,5.7,8.0,A8,X,14.7,9.4,12.3,289.0,3,3
2020,Dodge,Charger (MDS),Full-size,6.4,8.0,A8,Z,15.8,9.6,13.0,305.0,3,1
2020,Dodge,Charger AWD,Full-size,3.6,6.0,A8,X,12.8,8.7,11.0,258.0,4,3
2020,Dodge,Charger Widebody (MDS),Full-size,6.4,8.0,A8,Z,15.8,9.6,13.0,305.0,3,1
2020,Dodge,Charger SRT Hellcat Widebody,Full-size,6.2,8.0,A8,Z,19.0,11.5,15.6,368.0,2,1
2020,Dodge,Durango AWD,SUV: Standard,3.6,6.0,A8,X,12.7,9.6,11.3,265.0,4,7
2020,Dodge,Durango AWD,SUV: Standard,5.7,8.0,A8,X,16.7,10.9,14.1,331.0,3,3
2020,Dodge,Durango AWD SRT,SUV: Standard,6.4,8.0,A8,Z,18.3,12.2,15.6,363.0,2,1
2020,Dodge,Grand Caravan,Minivan,3.6,6.0,A6,X,13.7,9.4,11.8,276.0,4,5
2020,Dodge,Journey,SUV: Small,2.4,4.0,A4,X,12.7,9.2,11.1,261.0,4,3
2020,FIAT,124 Spider,Two-seater,1.4,4.0,A6,X,9.3,6.5,8.0,187.0,6,3
2020,FIAT,124 Spider,Two-seater,1.4,4.0,M6,X,9.0,6.7,7.9,185.0,7,3
2020,FIAT,500L,Station wagon: Small,1.4,4.0,A6,X,10.7,7.9,9.4,221.0,5,3
2020,FIAT,500X AWD,SUV: Small,1.3,4.0,A9,X,10.0,7.9,9.1,213.0,5,6
2020,Ford,EcoSport,SUV: Small,1.0,3.0,AS6,X,8.6,8.1,8.4,197.0,6,5
2020,Ford,EcoSport AWD,SUV: Small,2.0,4.0,AS6,X,10.2,8.1,9.2,216.0,5,5
2020,Ford,Edge,SUV: Small,2.0,4.0,A8,X,11.2,8.1,9.8,229.0,5,5
2020,Ford,Edge AWD,SUV: Small,2.0,4.0,A8,X,11.4,8.3,10.0,233.0,5,5
2020,Ford,Edge AWD,SUV: Small,2.0,4.0,AS8,X,11.4,8.3,10.0,233.0,5,5
2020,Ford,Edge AWD,SUV: Small,2.7,6.0,AS8,X,12.5,9.2,11.0,258.0,4,5
2020,Ford,Escape,SUV: Small,1.5,3.0,A8,X,8.6,7.1,7.9,185.0,7,7
2020,Ford,Escape AWD,SUV: Small,1.5,3.0,A8,X,8.9,7.6,8.3,196.0,6,7
2020,Ford,Escape AWD,SUV: Small,2.0,4.0,AS8,X,10.4,7.5,9.1,213.0,5,5
2020,Ford,Escape Hybrid,SUV: Small,2.5,4.0,AV,X,5.4,6.3,5.8,136.0,9,7
2020,Ford,Escape Hybrid AWD,SUV: Small,2.5,4.0,AV,X,5.5,6.4,5.9,139.0,9,7
2020,Ford,Expedition 4X4,SUV: Standard,3.5,6.0,AS10,X,14.1,10.6,12.5,294.0,3,5
2020,Ford,Expedition MAX 4X4,SUV: Standard,3.5,6.0,AS10,X,14.7,11.2,13.1,308.0,3,5
2020,Ford,Explorer AWD,SUV: Standard,2.3,4.0,AS10,X,11.6,8.7,10.3,241.0,5,5
2020,Ford,Explorer AWD,SUV: Standard,3.0,6.0,AS10,X,13.3,9.8,11.8,278.0,4,5
2020,Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6.0,AS10,X,10.1,9.0,9.6,225.0,5,5
2020,Ford,F-150,Pickup truck: Standard,2.7,6.0,AS10,X,12.0,8.9,10.6,249.0,4,5
2020,Ford,F-150,Pickup truck: Standard,3.0,6.0,AS10,D,11.1,8.3,9.8,264.0,4,1
2020,Ford,F-150 (LT Tire Pkg),Pickup truck: Standard,3.0,6.0,AS10,D,11.1,8.3,9.8,264.0,4,1
2020,Ford,F-150 FFV,Pickup truck: Standard,3.3,6.0,AS6,X,12.1,9.3,10.8,254.0,4,5
2020,Ford,F-150 FFV,Pickup truck: Standard,3.3,6.0,AS6,E,16.6,12.6,14.8,245.0,5,5
2020,Ford,F-150,Pickup truck: Standard,3.5,6.0,AS10,X,14.3,10.7,12.7,298.0,3,5
2020,Ford,F-150 FFV,Pickup truck: Standard,5.0,8.0,AS10,X,14.3,10.6,12.6,297.0,3,3
2020,Ford,F-150 FFV,Pickup truck: Standard,5.0,8.0,AS10,E,20.0,14.8,17.6,293.0,3,3
2020,Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,5.0,8.0,AS10,X,14.4,11.2,13.0,305.0,3,3
2020,Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,5.0,8.0,AS10,E,20.0,14.9,17.7,294.0,3,3
2020,Ford,F-150 FFV (Payload Pkg),Pickup truck: Standard,5.0,8.0,AS10,X,15.1,11.8,13.6,319.0,3,3
2020,Ford,F-150 FFV (Payload Pkg),Pickup truck: Standard,5.0,8.0,AS10,E,19.9,15.8,18.0,300.0,3,3
2020,Ford,F-150 4X4,Pickup truck: Standard,2.7,6.0,AS10,X,13.1,10.2,11.8,277.0,4,5
2020,Ford,F-150 4X4,Pickup truck: Standard,3.0,6.0,AS10,D,11.9,9.4,10.8,290.0,3,1
2020,Ford,F-150 4X4 XL/XLT,Pickup truck: Standard,3.0,6.0,AS10,D,11.3,8.5,10.0,270.0,4,1
2020,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6.0,AS6,X,12.9,10.2,11.7,274.0,4,5
2020,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6.0,AS6,E,17.6,13.8,15.9,265.0,4,5
2020,Ford,F-150 4X4,Pickup truck: Standard,3.5,6.0,AS10,X,14.6,10.9,13.0,304.0,3,5
2020,Ford,F-150 4X4 Limited,Pickup truck: Standard,3.5,6.0,AS10,X,13.8,11.2,12.6,296.0,3,5
2020,Ford,F-150 FFV 4X4,Pickup truck: Standard,5.0,8.0,AS10,X,15.1,11.6,13.5,317.0,3,3
2020,Ford,F-150 FFV 4X4,Pickup truck: Standard,5.0,8.0,AS10,E,20.3,14.7,17.8,296.0,3,3
2020,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6.0,AS10,X,15.3,13.1,14.3,336.0,2,5
2020,Ford,Fusion,Mid-size,1.5,4.0,AS6,X,10.0,7.0,8.7,203.0,6,7
2020,Ford,Fusion Hybrid,Mid-size,2.0,4.0,AV,X,5.5,5.7,5.6,131.0,9,7
2020,Ford,GT,Two-seater,3.5,6.0,AM7,Z,19.8,12.8,16.6,393.0,1,3
2020,Ford,Mustang,Subcompact,2.3,4.0,AS10,X,11.2,7.3,9.4,221.0,5,5
2020,Ford,Mustang (Performance Pkg),Subcompact,2.3,4.0,AS10,X,11.8,8.4,10.3,242.0,5,5
2020,Ford,Mustang,Subcompact,2.3,4.0,M6,X,11.2,7.9,9.7,226.0,5,5
2020,Ford,Mustang (Performance Pkg),Subcompact,2.3,4.0,M6,X,11.8,8.7,10.4,244.0,5,5
2020,Ford,Mustang,Subcompact,5.0,8.0,AS10,X,15.0,9.1,12.3,289.0,3,3
2020,Ford,Mustang,Subcompact,5.0,8.0,M6,X,16.1,9.9,13.3,312.0,3,3
2020,Ford,Mustang Bullitt,Subcompact,5.0,8.0,M6,X,16.4,10.2,13.6,319.0,3,3
2020,Ford,Mustang Convertible,Subcompact,2.3,4.0,AS10,X,11.8,8.4,10.3,242.0,5,5
2020,Ford,Mustang Convertible (Performance Pkg),Subcompact,2.3,4.0,AS10,X,11.8,8.7,10.4,244.0,5,5
2020,Ford,Mustang Convertible,Subcompact,2.3,4.0,M6,X,11.8,8.4,10.3,240.0,5,5
2020,Ford,Mustang Convertible (Performance Pkg),Subcompact,2.3,4.0,M6,X,12.1,9.1,10.7,252.0,4,5
2020,Ford,Mustang Convertible,Subcompact,5.0,8.0,AS10,X,15.4,9.7,12.9,303.0,3,3
2020,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4.0,AS10,X,11.8,9.8,10.9,256.0,4,5
2020,Ford,Shelby GT350 Mustang,Subcompact,5.2,8.0,M6,Z,17.1,11.4,14.5,342.0,2,3
2020,Ford,Shelby GT500 Mustang,Subcompact,5.2,8.0,AM7,Z,19.9,12.7,16.7,392.0,1,3
2020,Ford,T-150 Wagon FFV,Van: Passenger,3.5,6.0,AS10,X,16.2,12.3,14.5,340.0,2,1
2020,Ford,T-150 Wagon FFV,Van: Passenger,3.5,6.0,AS10,E,21.5,16.2,19.1,316.0,3,1
2020,Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6.0,AS10,X,16.7,12.8,15.0,352.0,2,1
2020,Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6.0,AS10,E,22.1,16.8,19.8,328.0,3,1
2020,Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4.0,AS8,X,9.8,8.8,9.3,219.0,5,5
2020,Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4.0,AS8,E,13.3,11.8,12.6,209.0,5,5
2020,Ford,Transit Connect Van LWB,Special purpose vehicle,2.0,4.0,AS8,X,9.8,8.8,9.3,219.0,5,6
2020,Ford,Transit Connect Van LWB,Special purpose vehicle,2.5,4.0,AS6,X,12.0,8.8,10.6,247.0,4,5
2020,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.0,4.0,AS8,X,9.9,8.2,9.2,214.0,5,6
2020,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4.0,AS8,X,9.9,8.2,9.2,214.0,5,5
2020,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4.0,AS8,E,13.7,11.1,12.5,208.0,6,5
2020,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4.0,AS6,X,12.1,9.0,10.7,251.0,4,5
2020,Genesis,G70,Compact,2.0,4.0,M6,Z,12.8,8.5,10.9,255.0,4,3
2020,Genesis,G70 AWD,Compact,2.0,4.0,AS8,Z,11.4,8.6,10.2,238.0,5,3
2020,Genesis,G70 AWD,Compact,3.3,6.0,AS8,Z,14.1,9.5,12.0,284.0,3,3
2020,Genesis,G80 AWD,Full-size,3.3,6.0,AS8,Z,13.8,9.7,11.9,282.0,4,3
2020,Genesis,G80 AWD,Full-size,3.8,6.0,AS8,X,13.4,9.6,11.7,276.0,4,5
2020,Genesis,G80 AWD,Full-size,5.0,8.0,AS8,Z,15.6,10.4,13.2,312.0,3,5
2020,Genesis,G90 AWD,Full-size,3.3,6.0,AS8,Z,13.6,9.5,11.8,280.0,4,3
2020,Genesis,G90 AWD,Full-size,5.0,8.0,AS8,Z,15.4,10.2,13.1,311.0,3,5
2020,GMC,Acadia,SUV: Standard,2.0,4.0,A9,X,11.0,8.3,9.8,225.0,5,6
2020,GMC,Acadia,SUV: Standard,2.5,4.0,A9,X,11.3,8.9,10.2,238.0,5,5
2020,GMC,Acadia,SUV: Standard,3.6,6.0,A9,X,12.6,8.8,10.9,257.0,4,6
2020,GMC,Acadia AWD,SUV: Standard,2.0,4.0,A9,X,11.3,8.7,10.1,232.0,5,6
2020,GMC,Acadia AWD,SUV: Standard,3.6,6.0,A9,X,13.1,9.4,11.4,269.0,4,6
2020,GMC,Canyon,Pickup truck: Small,2.5,4.0,A6,X,12.1,9.2,10.8,252.0,4,5
2020,GMC,Canyon,Pickup truck: Small,2.8,4.0,A6,D,11.8,7.9,10.1,270.0,4,3
2020,GMC,Canyon,Pickup truck: Small,3.6,6.0,A8,X,13.4,9.6,11.7,273.0,4,5
2020,GMC,Canyon 4WD,Pickup truck: Small,2.5,4.0,A6,X,12.6,9.7,11.3,265.0,4,5
2020,GMC,Canyon 4WD,Pickup truck: Small,2.8,4.0,A6,D,12.3,8.5,10.6,284.0,3,3
2020,GMC,Canyon 4WD,Pickup truck: Small,3.6,6.0,A8,X,14.0,9.9,12.2,286.0,3,5
2020,GMC,Sierra,Pickup truck: Standard,2.7,4.0,A8,X,11.9,10.3,11.1,262.0,4,6
2020,GMC,Sierra WT,Pickup truck: Standard,2.7,4.0,A8,X,12.5,10.8,11.7,275.0,4,6
2020,GMC,Sierra,Pickup truck: Standard,3.0,6.0,A10,D,10.2,7.8,9.1,245.0,5,1
2020,GMC,Sierra,Pickup truck: Standard,4.3,6.0,A6,X,15.1,11.5,13.5,318.0,3,6
2020,GMC,Sierra,Pickup truck: Standard,5.3,8.0,A6,X,15.9,11.4,13.9,326.0,3,5
2020,GMC,Sierra FFV,Pickup truck: Standard,5.3,8.0,A6,X,16.0,12.6,14.4,339.0,2,3
2020,GMC,Sierra FFV,Pickup truck: Standard,5.3,8.0,A6,E,22.2,16.2,19.5,326.0,3,3
2020,GMC,Sierra,Pickup truck: Standard,5.3,8.0,A8,X,14.0,10.1,12.2,288.0,3,5
2020,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4.0,A8,X,12.5,10.8,11.7,275.0,4,6
2020,GMC,Sierra WT 4WD,Pickup truck: Standard,2.7,4.0,A8,X,12.7,11.0,12.0,280.0,4,6
2020,GMC,Sierra 4WD,Pickup truck: Standard,3.0,6.0,A10,D,10.5,9.1,9.9,265.0,4,1
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,3.0,6.0,A10,D,10.5,9.1,9.9,265.0,4,1
2020,GMC,Sierra 4WD,Pickup truck: Standard,4.3,6.0,A6,X,15.7,12.0,14.1,331.0,3,6
2020,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8.0,A6,X,15.9,11.8,14.1,331.0,3,5
2020,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8.0,A6,X,16.4,12.6,14.7,344.0,2,3
2020,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8.0,A6,E,21.8,16.8,19.5,325.0,3,3
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8.0,A6,X,16.7,13.1,15.1,354.0,2,5
2020,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8.0,A8,X,14.7,10.8,13.0,304.0,3,5
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8.0,A8,X,15.1,11.4,13.4,314.0,3,5
2020,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8.0,A10,X,14.3,10.6,12.7,298.0,3,5
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8.0,A10,X,14.7,11.2,13.1,307.0,3,5
2020,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8.0,A10,Z,15.5,11.9,13.9,326.0,3,3
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,6.2,8.0,A10,Z,15.7,12.4,14.2,332.0,3,3
2020,GMC,Terrain,SUV: Small,1.5,4.0,A9,X,9.2,7.8,8.6,202.0,6,7
2020,GMC,Terrain AWD,SUV: Small,1.5,4.0,A9,X,9.5,8.3,9.0,210.0,5,7
2020,GMC,Terrain AWD,SUV: Small,2.0,4.0,A9,Z,11.2,9.0,10.2,239.0,5,5
2020,GMC,Yukon,SUV: Standard,5.3,8.0,A6,X,15.7,10.5,13.4,314.0,3,3
2020,GMC,Yukon FFV,SUV: Standard,5.3,8.0,A6,X,15.7,10.5,13.4,314.0,3,3
2020,GMC,Yukon FFV,SUV: Standard,5.3,8.0,A6,E,21.2,13.9,17.9,298.0,3,3
2020,GMC,Yukon 4WD,SUV: Standard,5.3,8.0,A6,X,16.0,11.2,13.8,325.0,3,3
2020,GMC,Yukon 4WD FFV,SUV: Standard,5.3,8.0,A6,X,16.0,11.2,13.8,325.0,3,3
2020,GMC,Yukon 4WD FFV,SUV: Standard,5.3,8.0,A6,E,21.7,14.3,18.4,305.0,3,3
2020,GMC,Yukon 4WD,SUV: Standard,6.2,8.0,A10,Z,16.5,10.9,13.9,327.0,3,3
2020,GMC,Yukon XL,SUV: Standard,5.3,8.0,A6,X,15.7,10.5,13.4,314.0,3,3
2020,GMC,Yukon XL FFV,SUV: Standard,5.3,8.0,A6,X,15.7,10.5,13.4,314.0,3,3
2020,GMC,Yukon XL FFV,SUV: Standard,5.3,8.0,A6,E,21.2,13.9,17.9,298.0,3,3
2020,GMC,Yukon XL 4WD,SUV: Standard,5.3,8.0,A6,X,16.8,11.3,14.4,337.0,2,3
2020,GMC,Yukon XL 4WD FFV,SUV: Standard,5.3,8.0,A6,X,16.8,11.3,14.4,337.0,2,3
2020,GMC,Yukon XL 4WD FFV,SUV: Standard,5.3,8.0,A6,E,22.2,15.3,19.1,319.0,3,3
2020,GMC,Yukon XL 4WD,SUV: Standard,6.2,8.0,A10,Z,17.2,11.4,14.6,343.0,2,3
2020,Honda,Accord,Full-size,1.5,4.0,AV,X,7.9,6.3,7.2,170.0,7,6
2020,Honda,Accord,Full-size,1.5,4.0,AV7,X,8.2,6.8,7.6,177.0,7,6
2020,Honda,Accord,Full-size,1.5,4.0,M6,X,8.9,6.7,7.9,185.0,7,7
2020,Honda,Accord,Full-size,2.0,4.0,M6,X,10.7,7.3,9.2,214.0,5,7
2020,Honda,Accord Sport/Touring,Mid-size,2.0,4.0,AS10,X,10.4,7.4,9.1,211.0,5,6
2020,Honda,Accord Hybrid,Full-size,2.0,4.0,AV,X,5.0,5.0,5.0,117.0,10,7
2020,Honda,Civic Coupe,Compact,1.5,4.0,AV7,X,7.8,6.4,7.2,167.0,7,3
2020,Honda,Civic Coupe,Compact,2.0,4.0,AV,X,7.8,6.1,7.1,164.0,8,3
2020,Honda,Civic Coupe,Compact,2.0,4.0,AV7,X,8.3,6.6,7.5,176.0,7,3
2020,Honda,Civic Coupe,Compact,2.0,4.0,M6,X,9.3,6.7,8.1,189.0,6,3
2020,Honda,Civic Coupe Si,Compact,1.5,4.0,M6,Z,8.9,6.4,7.8,183.0,7,3
2020,Honda,Civic Hatchback,Full-size,1.5,4.0,AV,X,7.7,6.0,6.9,162.0,8,3
2020,Honda,Civic Hatchback,Full-size,1.5,4.0,M6,X,8.0,6.2,7.2,167.0,7,3
2020,Honda,Civic Hatchback Sport,Full-size,1.5,4.0,AV7,Z,8.0,6.6,7.4,172.0,7,3
2020,Honda,Civic Hatchback Sport,Full-size,1.5,4.0,M6,Z,8.0,6.2,7.2,167.0,7,3
2020,Honda,Civic Sedan,Mid-size,1.5,4.0,AV7,X,7.8,6.2,7.1,165.0,7,3
2020,Honda,Civic Sedan,Mid-size,2.0,4.0,AV,X,7.9,6.1,7.1,167.0,7,3
2020,Honda,Civic Sedan,Mid-size,2.0,4.0,AV7,X,8.2,6.5,7.4,172.0,7,3
2020,Honda,Civic Sedan,Mid-size,2.0,4.0,M6,X,9.3,6.5,8.0,186.0,7,3
2020,Honda,Civic Sedan Si,Mid-size,1.5,4.0,M6,Z,8.9,6.4,7.8,183.0,7,3
2020,Honda,Civic Type R,Full-size,2.0,4.0,M6,Z,10.5,8.4,9.6,223.0,5,3
2020,Honda,CR-V,SUV: Small,1.5,4.0,AV,X,8.3,7.0,7.7,180.0,7,5
2020,Honda,CR-V AWD,SUV: Small,1.5,4.0,AV,X,8.7,7.4,8.1,189.0,6,5
2020,Honda,Fit,Station wagon: Small,1.5,4.0,AV,X,7.0,5.9,6.5,151.0,8,7
2020,Honda,Fit,Station wagon: Small,1.5,4.0,AV7,X,7.6,6.5,7.0,166.0,7,7
2020,Honda,Fit,Station wagon: Small,1.5,4.0,M6,X,8.1,6.6,7.4,174.0,7,3
2020,Honda,HR-V,Station wagon: Small,1.8,4.0,AV,X,8.4,7.0,7.8,181.0,7,5
2020,Honda,HR-V AWD,Station wagon: Small,1.8,4.0,AV,X,8.8,7.5,8.2,193.0,6,5
2020,Honda,HR-V AWD,Station wagon: Small,1.8,4.0,AV7,X,9.1,7.7,8.5,200.0,6,5
2020,Honda,Insight EX/Touring,Mid-size,1.5,4.0,AV,X,4.6,5.3,4.9,115.0,10,7
2020,Honda,Odyssey,Minivan,3.5,6.0,AS10,X,12.2,8.5,10.6,248.0,4,5
2020,Honda,Passport AWD,SUV: Small,3.5,6.0,AS9,X,12.5,9.8,11.3,265.0,4,3
2020,Honda,Pilot AWD,SUV: Small,3.5,6.0,A6,X,13.0,9.3,11.3,266.0,4,3
2020,Honda,Pilot AWD,SUV: Small,3.5,6.0,AS9,X,12.4,9.3,11.0,257.0,4,3
